epoch,train_loss,train_acc,test_loss,test_acc,lr
1,4.026123477172852,7.208,3.666638515472412,13.09,0.1
2,3.4467455480194094,16.01,3.338646697235107,18.57,0.1
3,2.95077791015625,25.116,2.8947392448425293,27.62,0.1
4,2.558481177520752,33.06,2.609628254699707,32.97,0.1
5,2.2725689921569825,38.924,2.301252289581299,38.89,0.1
6,2.057877608947754,43.876,2.413404623413086,38.49,0.1
7,1.9052488594818116,47.388,2.1452771430969237,42.8,0.1
8,1.7756817810440064,50.292,1.9770708923339844,46.65,0.1
9,1.681960259552002,52.744,2.0240336254119873,46.75,0.1
10,1.5941853734970093,55.0,1.8764921733856201,49.36,0.1
11,1.5172282623672486,56.834,2.178773178482056,43.99,0.1
12,1.4617975963592529,58.042,1.8170728631973267,50.78,0.1
13,1.4067762117004394,59.58,1.6590970617294312,54.32,0.1
14,1.3572397681427002,60.774,1.613921947479248,55.66,0.1
15,1.3086226877593994,61.994,1.6724142335891723,54.67,0.1
16,1.2726335373687745,62.948,1.6294747257232667,54.77,0.1
17,1.2428497272109986,63.748,1.6185039167404174,56.16,0.1
18,1.2012838802337646,64.706,1.6126392070770263,56.88,0.1
19,1.1717797032928468,65.564,1.4928201223373414,58.52,0.1
20,1.1504572242355346,65.932,1.7284262578964233,53.82,0.1
21,1.1145391500091553,67.064,1.5706105403900146,56.95,0.1
22,1.0900835478401185,67.714,1.7225308656692504,55.44,0.1
23,1.0702428148078917,68.256,1.6770138202667237,54.24,0.1
24,1.0526011656951904,68.688,1.5262006052017212,58.71,0.1
25,1.0331710715103148,69.076,1.5823202697753906,58.0,0.1
26,1.015682152481079,69.72,1.524538010406494,58.74,0.1
27,1.000774650001526,70.132,1.7334216209411621,54.87,0.1
28,0.9772553799438477,70.74,1.5850811449050903,57.88,0.1
29,0.9683930194473267,70.664,1.558926699066162,57.7,0.1
30,0.9609937407302857,71.352,1.6070658615112305,57.54,0.1
31,0.9397711282539367,71.642,1.7001268550872803,56.56,0.1
32,0.9256374385452271,71.892,1.5519290184020995,58.18,0.1
33,0.9143198259162902,72.26,1.531119380569458,58.67,0.1
34,0.9004910179519653,72.72,1.4582900390625,60.91,0.1
35,0.8912130909347534,72.868,1.5197322269439697,59.5,0.1
36,0.8824642039108276,73.152,1.5169995090484618,61.29,0.1
37,0.8744099796676635,73.478,1.4917773612976075,59.53,0.1
38,0.8618136617279053,73.49,1.7914338960647582,56.41,0.1
39,0.8544470581436158,73.838,1.5969824655532836,58.68,0.1
40,0.8419944347763062,74.272,1.5891054594039917,58.71,0.1
41,0.8398486781692505,74.362,1.557160544013977,59.69,0.1
42,0.8231143416976928,74.724,1.4925167924880982,61.11,0.1
43,0.8161194472312927,75.05,1.5317352996826172,60.99,0.1
44,0.8131271869277954,75.112,1.5180876792907714,60.26,0.1
45,0.8011124124717712,75.354,1.4048544202804565,62.44,0.1
46,0.7994851246261596,75.48,1.7224255575180054,57.25,0.1
47,0.7982846697998047,75.386,1.6334756721496582,58.61,0.1
48,0.783103694782257,75.864,1.541076494026184,60.26,0.1
49,0.7827557493400574,75.892,1.589288824748993,58.87,0.1
50,0.7703402443313598,76.208,1.4974229610443115,60.97,0.1
51,0.7571862014961243,76.8,1.773849144744873,57.02,0.1
52,0.7636721727371216,76.166,1.4595124856948853,61.55,0.1
53,0.7614240507125855,76.628,1.5247650371551513,61.56,0.1
54,0.7541429341125488,76.648,1.454602897453308,61.69,0.1
55,0.7476481587600708,76.804,1.5632467695236205,59.76,0.1
56,0.7387923202896118,76.984,1.5651936140060425,60.21,0.1
57,0.7369285437965393,77.172,1.6218650760650635,59.28,0.1
58,0.7288129961013794,77.49,1.645478608417511,59.36,0.1
59,0.719715168876648,77.834,1.4879970170974732,60.46,0.1
60,0.7245993319129944,77.462,1.4774454929351806,61.84,0.1
61,0.7252216950798035,77.49,1.5542426090240478,60.44,0.1
62,0.7186034770393371,77.58,1.5754905048370362,60.86,0.1
63,0.7191422154998779,77.628,1.4450329151153565,61.76,0.1
64,0.7096009782791137,78.086,1.6945740139007568,57.61,0.1
65,0.7013172390556336,78.116,1.478143974685669,61.74,0.1
66,0.7013003552055359,78.222,1.6702343200683594,60.49,0.1
67,0.702727682132721,78.272,1.5575868288993835,60.89,0.1
68,0.698378959159851,78.096,1.5190079334259032,61.96,0.1
69,0.6878336461257935,78.62,1.6916399509429931,59.12,0.1
70,0.6879910012817383,78.758,1.5151626356124879,61.01,0.1
71,0.6902911977005005,78.284,1.5902600402832032,61.05,0.1
72,0.6791152437782287,78.802,1.5183744123458862,61.9,0.1
73,0.6820896965026856,78.73,1.5890996311187744,61.48,0.1
74,0.6743574150466919,78.904,1.503326664352417,62.21,0.1
75,0.6705812467384339,78.978,1.440953401184082,63.26,0.1
76,0.6804503588485717,78.706,1.3933969827651977,64.21,0.1
77,0.6651388550758361,79.188,1.564785150909424,61.13,0.1
78,0.6686234302902222,78.918,1.607188726234436,59.83,0.1
79,0.6709633777999878,79.044,1.4440069803237916,63.27,0.1
80,0.6623423373794556,79.08,1.5314829011917115,61.7,0.1
81,0.6627517144775391,79.146,1.5382089179992675,60.88,0.1
82,0.6536670401191711,79.264,1.4979854219436646,62.36,0.1
83,0.38230429401397703,88.094,1.0826777554512024,71.07,0.010000000000000002
84,0.2948729417514801,91.108,1.1004659230232239,71.25,0.010000000000000002
85,0.2599816147232056,92.188,1.1136549386024475,71.32,0.010000000000000002
86,0.2411289311313629,92.704,1.1272409207344056,71.31,0.010000000000000002
87,0.2237941386985779,93.3,1.1410467741012573,71.45,0.010000000000000002
88,0.207569309797287,93.646,1.1602990584373474,71.13,0.010000000000000002
89,0.20028455972671508,93.998,1.1675793955802918,71.42,0.010000000000000002
90,0.18742251758098602,94.452,1.184513507270813,71.28,0.010000000000000002
91,0.1799471529197693,94.664,1.205824736213684,70.98,0.010000000000000002
92,0.17186216289520265,94.822,1.2069180219650268,71.13,0.010000000000000002
93,0.16169433124542237,95.174,1.2238772760391234,71.03,0.010000000000000002
94,0.158261333360672,95.288,1.2399133726119995,71.36,0.010000000000000002
95,0.15053698307991029,95.566,1.2466711509704589,71.1,0.010000000000000002
96,0.14725585070610048,95.664,1.265148725128174,70.51,0.010000000000000002
97,0.14071651298999788,95.762,1.2655807780265809,71.26,0.010000000000000002
98,0.13581365239143373,95.952,1.2743319725036621,71.07,0.010000000000000002
99,0.13008474106788634,96.256,1.291974761390686,71.14,0.010000000000000002
100,0.1287999948310852,96.23,1.2940903964996338,70.66,0.010000000000000002
101,0.12378946408033371,96.41,1.3057822792053222,71.01,0.010000000000000002
102,0.1180889027929306,96.638,1.303676517868042,70.96,0.010000000000000002
103,0.11581246083021164,96.778,1.3121491241455079,70.93,0.010000000000000002
104,0.11175506304740906,96.79,1.3214979996681213,71.11,0.010000000000000002
105,0.10660379137039185,96.964,1.3338722730636596,70.79,0.010000000000000002
106,0.10551374300479889,96.972,1.3413465629577637,70.8,0.010000000000000002
107,0.104756403632164,97.026,1.3538748973846435,70.79,0.010000000000000002
